订单,活动,物料,工序短文本,标准值1,标准值2,标准值3
800000012862,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012862,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012862,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012862,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012863,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012863,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012863,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012863,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012864,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012864,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012864,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012864,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012865,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012865,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012865,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012865,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012866,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012866,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012866,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012866,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012867,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012867,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012867,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012867,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012868,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012868,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012868,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012868,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012869,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012869,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012869,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012869,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012870,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012870,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012870,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012870,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012871,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012871,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012871,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012871,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012872,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012872,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012872,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012872,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012873,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012873,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012873,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012873,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012874,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012874,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012874,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012874,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012875,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012875,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012875,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012875,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012876,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012876,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012876,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012876,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012877,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012877,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012877,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012877,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012878,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012878,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012878,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012878,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012879,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012879,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012879,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012879,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012880,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012880,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012880,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012880,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012881,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012881,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012881,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012881,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000012882,0015,M0106-302449,KV-600ATC,0.442,0.058,0.160
800000012882,0020,M0106-302449,KV-600ATC,0.492,0.150,0.580
800000012882,0025,M0106-302449,KV-600ATC,0.650,0.150,3.240
800000012882,0030,M0106-302449,KV-600ATC,0.450,0.100,0.160
800000013986,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000013987,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000013991,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000013996,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000013997,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000013999,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000014000,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000014001,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000014002,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000014003,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000014004,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000014005,0035,M0106-004085,KV-600ATC,0.417,0.133,0.320
800000014009,0050,M0106-302820,KV-600ATC,0.500,0.300,0.320
800000014180,0070,M0106-302627,KV-600ATC,0.475,0.100,0.640
800000014509,0300,M1402-300264,KV-600ATC,0.633,0.133,0.479
800000014509,0305,M1402-300264,KV-600ATC,0.758,0.150,0.679
800000014509,0310,M1402-300264,KV-600ATC,0.717,0.150,0.209
800000014509,0315,M1402-300264,KV-600ATC,1.008,0.225,0.894
800000014916,0025,M0106-302253,KV-600ATC,0.500,0.100,0.127
800000014916,0030,M0106-302253,KV-600ATC,0.475,0.117,0.582
800000014916,0035,M0106-302253,KV-600ATC,0.492,0.133,0.187
800000014916,0040,M0106-302253,KV-600ATC,0.575,0.183,0.522
800000014917,0025,M0106-302253,KV-600ATC,0.500,0.100,0.127
800000014917,0030,M0106-302253,KV-600ATC,0.475,0.117,0.582
800000014917,0035,M0106-302253,KV-600ATC,0.492,0.133,0.187
800000014917,0040,M0106-302253,KV-600ATC,0.575,0.183,0.522
800000014918,0025,M0106-302253,KV-600ATC,0.500,0.100,0.127
800000014918,0030,M0106-302253,KV-600ATC,0.475,0.117,0.582
800000014918,0035,M0106-302253,KV-600ATC,0.492,0.133,0.187
800000014918,0040,M0106-302253,KV-600ATC,0.575,0.183,0.522
800000014919,0025,M0106-302253,KV-600ATC,0.500,0.100,0.127
800000014919,0030,M0106-302253,KV-600ATC,0.475,0.117,0.582
800000014919,0035,M0106-302253,KV-600ATC,0.492,0.133,0.187
800000014919,0040,M0106-302253,KV-600ATC,0.575,0.183,0.522
800000014920,0025,M0106-302253,KV-600ATC,0.500,0.100,0.127
800000014920,0030,M0106-302253,KV-600ATC,0.475,0.117,0.582
800000014920,0035,M0106-302253,KV-600ATC,0.492,0.133,0.187
800000014920,0040,M0106-302253,KV-600ATC,0.575,0.183,0.522
800000014921,0025,M0106-302253,KV-600ATC,0.500,0.100,0.127
800000014921,0030,M0106-302253,KV-600ATC,0.475,0.117,0.582
800000014921,0035,M0106-302253,KV-600ATC,0.492,0.133,0.187
800000014921,0040,M0106-302253,KV-600ATC,0.575,0.183,0.522
800000014926,0010,M0106-302241,KV-600ATC,0.500,0.100,0.300
800000014926,0015,M0106-302241,KV-600ATC,0.500,0.100,0.280
800000014926,0155,M0106-302241,KV-600ATC,0.492,0.067,0.120
800000014926,0160,M0106-302241,KV-600ATC,0.458,0.075,0.140
800000014926,0165,M0106-302241,KV-600ATC,0.175,0.208,0.800
800000014926,0170,M0106-302241,KV-600ATC,0.117,0.200,0.760
800000014927,0010,M0106-302241,KV-600ATC,0.500,0.100,0.300
800000014927,0015,M0106-302241,KV-600ATC,0.500,0.100,0.280
800000014927,0155,M0106-302241,KV-600ATC,0.492,0.067,0.120
800000014927,0160,M0106-302241,KV-600ATC,0.458,0.075,0.140
800000014927,0165,M0106-302241,KV-600ATC,0.175,0.208,0.800
800000014927,0170,M0106-302241,KV-600ATC,0.117,0.200,0.760
800000014928,0010,M0106-302241,KV-600ATC,0.500,0.100,0.300
800000014928,0015,M0106-302241,KV-600ATC,0.500,0.100,0.280
800000014928,0155,M0106-302241,KV-600ATC,0.492,0.067,0.120
800000014928,0160,M0106-302241,KV-600ATC,0.458,0.075,0.140
800000014928,0165,M0106-302241,KV-600ATC,0.175,0.208,0.800
800000014928,0170,M0106-302241,KV-600ATC,0.117,0.200,0.760
800000014929,0010,M0106-302241,KV-600ATC,0.500,0.100,0.300
800000014929,0015,M0106-302241,KV-600ATC,0.500,0.100,0.280
800000014929,0155,M0106-302241,KV-600ATC,0.492,0.067,0.120
800000014929,0160,M0106-302241,KV-600ATC,0.458,0.075,0.140
800000014929,0165,M0106-302241,KV-600ATC,0.175,0.208,0.800
800000014929,0170,M0106-302241,KV-600ATC,0.117,0.200,0.760
800000014930,0010,M0106-302241,KV-600ATC,0.500,0.100,0.300
800000014930,0015,M0106-302241,KV-600ATC,0.500,0.100,0.280
800000014930,0155,M0106-302241,KV-600ATC,0.492,0.067,0.120
800000014930,0160,M0106-302241,KV-600ATC,0.458,0.075,0.140
800000014930,0165,M0106-302241,KV-600ATC,0.175,0.208,0.800
800000014930,0170,M0106-302241,KV-600ATC,0.117,0.200,0.760
800000014931,0010,M0106-302241,KV-600ATC,0.500,0.100,0.300
800000014931,0015,M0106-302241,KV-600ATC,0.500,0.100,0.280
800000014931,0155,M0106-302241,KV-600ATC,0.492,0.067,0.120
800000014931,0160,M0106-302241,KV-600ATC,0.458,0.075,0.140
800000014931,0165,M0106-302241,KV-600ATC,0.175,0.208,0.800
800000014931,0170,M0106-302241,KV-600ATC,0.117,0.200,0.760
800000015194,0030,M0106-303230,KV-600ATC,0.142,0.325,1.003
800000015195,0030,M0106-303230,KV-600ATC,0.142,0.325,1.003
800000015196,0030,M0106-303230,KV-600ATC,0.142,0.325,1.003
800000015197,0030,M0106-303230,KV-600ATC,0.142,0.325,1.003
800000015381,0020,M0201-302070,KV-600ATC,0.450,0.100,0.180
800000015381,0025,M0201-302070,KV-600ATC,0.450,0.100,0.680
800000015381,0030,M0201-302070,KV-600ATC,0.450,0.100,0.360
800000015382,0020,M0201-302070,KV-600ATC,0.450,0.100,0.180
800000015382,0025,M0201-302070,KV-600ATC,0.450,0.100,0.680
800000015382,0030,M0201-302070,KV-600ATC,0.450,0.100,0.360
800000015383,0020,M0201-302070,KV-600ATC,0.450,0.100,0.180
800000015383,0025,M0201-302070,KV-600ATC,0.450,0.100,0.680
800000015383,0030,M0201-302070,KV-600ATC,0.450,0.100,0.360
800000015384,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015384,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015384,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015384,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015384,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015384,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015384,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015385,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015385,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015385,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015385,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015385,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015385,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015385,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015632,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015632,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015632,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015632,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015632,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015632,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015632,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015633,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015633,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015633,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015633,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015633,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015633,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015633,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015634,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015634,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015634,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015634,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015634,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015634,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015634,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015635,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015635,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015635,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015635,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015635,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015635,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015635,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015636,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015636,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015636,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015636,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015636,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015636,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015636,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015637,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015637,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015637,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015637,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015637,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015637,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015637,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015638,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015638,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015638,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015638,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015638,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015638,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015638,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015639,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015639,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015639,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015639,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015639,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015639,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015639,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015640,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015640,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015640,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015640,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015640,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015640,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015640,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015641,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015641,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015641,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015641,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015641,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015641,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015641,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015642,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015642,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015642,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015642,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015642,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015642,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015642,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015643,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015643,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015643,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015643,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015643,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015643,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015643,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015644,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015644,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015644,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015644,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015644,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015644,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015644,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015645,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015645,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015645,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015645,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015645,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015645,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015645,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015646,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015646,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015646,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015646,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015646,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015646,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015646,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015647,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015647,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015647,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015647,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015647,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015647,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015647,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015648,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015648,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015648,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015648,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015648,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015648,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015648,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015649,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015649,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015649,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015649,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015649,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015649,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015649,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015650,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015650,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015650,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015650,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015650,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015650,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015650,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015651,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015651,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015651,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015651,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015651,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015651,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015651,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015652,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015652,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015652,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015652,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015652,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015652,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015652,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015653,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015653,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015653,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015653,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015653,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015653,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015653,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015654,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015654,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015654,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015654,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015654,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015654,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015654,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015655,0005,M0106-302025,KV-600ATC,0.675,0.192,0.350
800000015655,0010,M0106-302025,KV-600ATC,0.592,0.200,0.356
800000015655,0015,M0106-302025,KV-600ATC,0.800,0.250,0.723
800000015655,0400,M0106-302025,KV-600ATC,0.717,0.242,0.380
800000015655,0405,M0106-302025,KV-600ATC,0.550,0.225,0.212
800000015655,0410,M0106-302025,KV-600ATC,0.967,0.342,0.933
800000015655,0415,M0106-302025,KV-600ATC,0.592,0.242,0.352
800000015656,0015,M0106-303464,KV-600ATC,0.450,0.067,0.260
800000015656,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015656,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015657,0015,M0106-303464,KV-600ATC,0.450,0.067,0.260
800000015657,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015657,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015658,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015658,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015659,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015659,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015660,0015,M0106-303464,KV-600ATC,0.450,0.067,0.260
800000015660,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015660,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015661,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015661,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015662,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015662,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015663,0015,M0106-303464,KV-600ATC,0.450,0.067,0.260
800000015663,0020,M0106-303464,KV-600ATC,0.417,0.100,0.560
800000015663,0025,M0106-303464,KV-600ATC,0.417,0.083,0.360
800000015664,0015,M0106-303463,KV-600ATC,0.450,0.067,0.260
800000015664,0020,M0106-303463,KV-600ATC,0.417,0.100,0.560
800000015664,0025,M0106-303463,KV-600ATC,0.417,0.083,0.360
800000015665,0015,M0106-303463,KV-600ATC,0.450,0.067,0.260
800000015665,0020,M0106-303463,KV-600ATC,0.417,0.100,0.560
800000015665,0025,M0106-303463,KV-600ATC,0.417,0.083,0.360
800000015696,0205,M0106-006343,KV-600ATC,0.042,0.233,2.040
800000015697,0205,M0106-006343,KV-600ATC,0.042,0.233,2.040
800000015698,0205,M0106-006343,KV-600ATC,0.042,0.233,2.040
800000015699,0205,M0106-006343,KV-600ATC,0.042,0.233,2.040
800000015734,0030,M0106-303504,KV-600ATC,0.142,0.325,1.003
800000015735,0030,M0106-303504,KV-600ATC,0.142,0.325,1.003
800000015736,0030,M0106-303504,KV-600ATC,0.142,0.325,1.003
800000015737,0030,M0106-303504,KV-600ATC,0.142,0.325,1.003
800000015738,0030,M0106-303504,KV-600ATC,0.142,0.325,1.003
800000015739,0030,M0106-303504,KV-600ATC,0.142,0.325,1.003
800000015740,0030,M0106-303502,KV-600ATC,0.142,0.325,0.940
800000015741,0030,M0106-303502,KV-600ATC,0.142,0.325,0.940
800000015742,0030,M0106-303502,KV-600ATC,0.142,0.325,0.940
800000015743,0030,M0106-303502,KV-600ATC,0.142,0.325,0.940
800000015744,0030,M0106-303502,KV-600ATC,0.142,0.325,0.940
800000015745,0030,M0106-303502,KV-600ATC,0.142,0.325,0.940
