订单,活动,物料,工序短文本,标准值1,标准值2,标准值3
100000255770,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000255894,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000255897,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000255943,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000255990,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000255992,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000256003,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256069,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256091,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256117,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256119,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256161,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256228,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256232,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256235,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256276,0006,M0102-1938,电子束焊,0.500,0.500,2
100000256279,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256342,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256355,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256364,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256400,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256444,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256447,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256451,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256457,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256486,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000256490,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256496,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256525,0006,M0102-1938,电子束焊,0.500,0.500,2
100000256590,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256603,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256616,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256653,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256670,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256675,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256702,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256730,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256738,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256769,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256779,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000256811,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000256893,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000256986,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000257010,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000257056,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000257406,0201,M0102-3349,电子束焊,0.500,0.500,1.650
100000259723,0200,M0106-000574,电子束焊,0.500,0.500,0.150
100000259878,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000259920,0455,M0102-2028,电子束焊,0.500,0.500,1
100000263951,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000263952,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000263953,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000263954,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000263955,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000263957,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000264021,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000264073,0020,M0106-004909,电子束焊,0.500,0.440,1.250
100000264073,0610,M0106-004909,电子束焊,0.500,0.250,0.750
100000264267,0099,M0106-006244,电子束焊,0.500,0.500,0.700
100000264268,0255,M0102-2028,电子束焊,0.500,0.500,1
100000264268,0455,M0102-2028,电子束焊,0.500,0.500,1
100000282098,0455,M0102-2028,电子束焊,0.500,0.500,1
100000283627,0455,M0102-2028,电子束焊,0.500,0.500,1
100000283860,0455,M0102-2028,电子束焊,0.500,0.500,1
100000289295,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000291550,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000291660,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000291661,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000291796,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000291846,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000291853,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000291881,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000291882,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000291899,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000292060,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000292062,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000292063,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000292147,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000292149,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000292150,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000292154,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000292158,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000292209,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000296830,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000296854,0305,M0106-008436,电子束焊,0.500,0.100,0.830
100000306606,0200,M0106-011961,电子束焊,0.500,0.700,1.500
100000306890,0220,M0106-0148,电子束焊,0.500,0.300,1
100000306891,0220,M0106-0148,电子束焊,0.500,0.300,1
100000306904,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000306905,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000306907,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000307255,0455,M0102-2028,电子束焊,0.500,0.500,1
100000307494,0200,M0106-011961,电子束焊,0.500,0.700,1.500
100000307494,0210,M0106-011961,电子束焊,0.500,0.500,1
100000307495,0200,M0106-011961,电子束焊,0.500,0.700,1.500
100000307495,0210,M0106-011961,电子束焊,0.500,0.500,1
100000307496,0200,M0106-011961,电子束焊,0.500,0.700,1.500
100000307496,0210,M0106-011961,电子束焊,0.500,0.500,1
100000307497,0200,M0106-011961,电子束焊,0.500,0.700,1.500
100000307497,0210,M0106-011961,电子束焊,0.500,0.500,1
100000307498,0200,M0106-011961,电子束焊,0.500,0.700,1.500
100000307498,0210,M0106-011961,电子束焊,0.500,0.500,1
100000307731,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000310826,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000319157,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000319158,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000319189,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000319189,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000319341,0205,M0106-004431,电子束焊,0.500,0.600,2.400
100000319342,0205,M0106-004431,电子束焊,0.500,0.600,2.400
100000319343,0205,M0106-004431,电子束焊,0.500,0.600,2.400
100000319415,0205,M0106-008374,电子束焊,0.500,0.230,0.500
100000319572,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000319574,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000319575,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000322520,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000322520,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000322520,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000322697,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000322697,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000322697,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000322698,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000322698,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000322698,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000323163,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000323163,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000323164,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000323164,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000323184,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000323184,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000323185,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000323185,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000326410,0420,M0106-008861,电子束焊,0.500,0.480,0.750
100000338326,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000338327,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000338331,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000338331,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000338331,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000338360,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338394,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000338550,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000338550,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000338550,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000338720,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338723,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338725,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338726,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338729,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338745,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338750,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338751,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338752,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338753,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338754,0210,M0106-004567,电子束焊,0.500,0.500,1.500
100000338754,0510,M0106-004567,电子束焊,0.500,0.400,1
100000338805,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000338812,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000338823,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338824,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338825,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338826,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338827,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338828,0220,M0106-0148,电子束焊,0.500,0.300,1
100000338834,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338835,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338839,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338840,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338841,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338842,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338857,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338858,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338859,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338860,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338865,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338868,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338871,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000338871,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000338871,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000338896,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000338953,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338956,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338957,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000338971,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000338980,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000338980,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000338981,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000338981,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000338981,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000338992,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000338994,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000338995,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000338996,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000338997,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000339021,0220,M0106-0148,电子束焊,0.500,0.300,1
100000339027,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000339027,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000339027,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000339033,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000339033,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000339033,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000339048,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000339048,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000339048,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000339049,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000339049,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000339049,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347418,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347418,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347418,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347422,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347422,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347422,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347432,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347432,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347432,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347467,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347467,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347467,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347502,0220,M0106-0148,电子束焊,0.500,0.300,1
100000347503,0220,M0106-0148,电子束焊,0.500,0.300,1
100000347504,0220,M0106-0148,电子束焊,0.500,0.300,1
100000347505,0220,M0106-0148,电子束焊,0.500,0.300,1
100000347506,0220,M0106-0148,电子束焊,0.500,0.300,1
100000347507,0220,M0106-0148,电子束焊,0.500,0.300,1
100000347531,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347531,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347531,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347540,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347540,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347540,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347592,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347592,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347592,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347598,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000347599,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000347605,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000347606,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000347611,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000347612,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000347613,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000347674,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347674,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347674,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347684,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347684,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347684,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347819,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347819,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347819,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000347820,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000347820,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000347820,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000348348,0010,M0209-300135,电子束焊,0.500,0.500,1
100000352059,0210,M0106-004567,电子束焊,0.500,0.500,1.500
100000352059,0510,M0106-004567,电子束焊,0.500,0.400,1
100000352060,0210,M0106-004567,电子束焊,0.500,0.500,1.500
100000352060,0510,M0106-004567,电子束焊,0.500,0.400,1
100000353470,0007,M0102-2944,电子束焊,0.500,0.300,0.500
100000353481,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000353481,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000353481,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000360347,0220,M0106-009681,电子束焊,0.500,0.146,0.584
100000360377,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360378,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360379,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360380,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360381,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360385,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360405,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360406,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360407,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360433,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360434,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360457,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360460,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000360474,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360475,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360478,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360479,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360480,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360481,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360501,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360502,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360503,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360504,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360505,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360506,0220,M0106-0148,电子束焊,0.500,0.300,1
100000360509,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360511,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360513,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360514,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360520,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000360522,0220,M0106-0147,电子束焊,0.500,0.200,1.100
100000365863,0010,M0106-301272,电子束焊,0.500,0.500,2
100000365865,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000365865,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000365865,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000365899,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000365899,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000365899,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000365901,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000365901,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000365901,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000365944,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000365966,0020,M0106-002392,电子束焊,0.500,0.500,1
100000365995,0010,M0106-301272,电子束焊,0.500,0.500,2
100000366064,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366064,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366064,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366101,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366101,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366101,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366103,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366103,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366103,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366105,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366105,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366105,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366108,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366108,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366108,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366111,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366111,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366111,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366114,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366114,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366114,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366118,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366118,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366118,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366121,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366121,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366121,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366668,0010,M0106-301272,电子束焊,0.500,0.500,2
100000366779,0020,M0106-301240,电子束焊,0.500,0.500,1.650
100000366835,0010,M0209-300135,电子束焊,0.500,0.500,1
100000366853,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000366893,0220,M0106-009681,电子束焊,0.500,0.146,0.584
100000366921,0020,M0106-002392,电子束焊,0.500,0.500,1
100000366962,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366962,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366962,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000366965,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000366965,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000366965,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000367111,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000367161,0220,M0106-0148,电子束焊,0.500,0.300,1
100000367163,0220,M0106-0148,电子束焊,0.500,0.300,1
100000367165,0220,M0106-0148,电子束焊,0.500,0.300,1
100000367223,0220,M0106-009681,电子束焊,0.500,0.146,0.584
100000367351,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000367389,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000367389,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000367391,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000367391,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000367391,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000367394,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000367394,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000367394,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000367486,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000367519,0020,M0106-301240,电子束焊,0.500,0.500,1.650
100000367618,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000367619,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000367620,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000369516,0010,M0106-301271,电子束焊,0.500,0.500,2
100000371582,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000371582,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000371582,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000371603,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000371606,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000371607,0105,M0102-2640,电子束焊,0.500,0.600,2.600
100000371625,0006,M0102-1938,电子束焊,0.500,0.500,2
100000371626,0006,M0102-1938,电子束焊,0.500,0.500,2
100000371634,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000371634,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000371634,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000371644,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000371644,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000371644,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000371686,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000371702,0220,M0106-0148,电子束焊,0.500,0.300,1
100000371703,0220,M0106-0148,电子束焊,0.500,0.300,1
100000371704,0220,M0106-0148,电子束焊,0.500,0.300,1
100000371754,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000371754,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000371754,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000371755,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000371755,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000371755,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000371756,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000371756,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000371756,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000371779,0010,M0102-2216,电子束焊,0.500,0.200,1.250
100000371845,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000371846,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000371847,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000371848,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000371849,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000371850,0003,M0102-2197,电子束焊,0.500,0.320,1.280
100000371869,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000371870,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000371871,0215,M0106-300158,电子束焊,0.500,0.700,1.890
100000371900,0220,M0106-0148,电子束焊,0.500,0.300,1
100000371901,0220,M0106-0148,电子束焊,0.500,0.300,1
100000372023,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000372023,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000372023,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000372024,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000372024,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000372024,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000372025,0020,M0106-009629,电子束焊,0.500,0.300,0.660
100000372025,0320,M0106-009629,电子束焊,0.500,0.320,0.790
100000372025,0620,M0106-009629,电子束焊,0.500,0.200,0.550
100000374208,0200,M0106-301274,电子束焊,0.500,0.500,1
100000374208,0600,M0106-301274,电子束焊,0.500,0.500,0.800
100000374209,0210,M0106-004567,电子束焊,0.500,0.500,1.500
100000374209,0510,M0106-004567,电子束焊,0.500,0.400,1
100000374216,0010,M0209-300130,电子束焊,0.500,0.500,1
100000374260,0010,M0209-300130,电子束焊,0.500,0.500,1
100000374274,0313,M0102-3375,电子束焊,0.750,0.120,0.480
100000377175,0200,M0106-000574,电子束焊,0.500,0.500,0.150
100000377180,0002,M0102-3378,电子束焊,0.200,0.670,3.460
100000377182,0200,M0106-000574,电子束焊,0.500,0.500,0.150
100000377197,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000377200,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000377227,0200,M0101-5225,电子束焊,0.500,0.330,0.150
100000377239,0201,M0106-005035,电子束焊,0.500,0.630,1
100000377311,0002,M0102-3378,电子束焊,0.200,0.670,3.460
